"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","2008","2009","2010","2011","2012","2013"
"00000","United States","","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",12421207863,12080223000,12215765573,12664464509,13080226733,13184554113
"00000","United States","","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40847,39379,39492,40646,41674,41706
"01000","Alabama","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",181909630,179770094,181816666,184496025,185633029,187517626
"01000","Alabama","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38555,37783,37993,38424,38533,38794
"02000","Alaska","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",29022490,28970859,30396611,31904087,32374209,32429791
"02000","Alaska","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42217,41452,42580,44104,44330,44114
"04000","Arizona","6","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",223786462,215991356,217813078,225732728,231829438,235490298
"04000","Arizona","6","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35633,34051,33987,34896,35388,35537
"05000","Arkansas","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",107283310,106097829,105205978,109982405,115748093,115766494
"05000","Arkansas","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37322,36625,36001,37428,39239,39119
"06000","California","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",1414819835,1365684608,1369471147,1430508289,1508764948,1542356065
"06000","California","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38652,36949,36682,37976,39704,40236
"08000","Colorado","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",211672298,204753499,205518612,214563953,223083331,225413638
"08000","Colorado","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43289,41180,40711,41920,42988,42786
"09000","Connecticut","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",180083615,174023524,178026303,182282934,187255052,187450675
"09000","Connecticut","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",50791,48858,49739,50790,52135,52126
"10000","Delaware","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",35952610,35387615,35330555,36628893,37502525,38142645
"10000","Delaware","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",40676,39684,39269,40341,40895,41202
"11000","District of Columbia","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",35077966,34575935,35023343,37506922,38488964,38585472
"11000","District of Columbia","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",60455,58383,57878,60532,60763,59688
"12000","Florida","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",731274322,698581109,721509370,743979392,757474194,765662472
"12000","Florida","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",39470,37452,38284,38986,39205,39159
"13000","Georgia","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",364148641,356007148,356249986,373878448,379388198,383845007
"13000","Georgia","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38312,37004,36677,38111,38262,38415
"15000","Hawaii","8","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",46842172,47712851,47778790,48710356,49941404,50920320
"15000","Hawaii","8","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35161,35429,35035,35377,35927,36267
"16000","Idaho","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",53011231,52114091,53140710,54995863,56605445,58585580
"16000","Idaho","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",34550,33526,33832,34721,35476,36340
"17000","Illinois","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",552631029,528273377,527191330,540204565,554792630,558625515
"17000","Illinois","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",43354,41282,41059,42020,43113,43364
"18000","Indiana","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",246831682,238798158,240420208,248550933,257809914,258873242
"18000","Indiana","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",38419,36970,37045,38143,39434,39397
"19000","Iowa","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",134619130,132342719,131492291,139696459,142041254,142921809
"19000","Iowa","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",44624,43636,43108,45591,46192,46247
"20000","Kansas","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",127938880,122884213,121620821,128194299,130578337,132020530
"20000","Kansas","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45561,43381,42541,44674,45255,45619
"21000","Kentucky","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",158896294,157817931,159264379,163978011,166995351,166652123
"21000","Kentucky","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37040,36557,36632,37550,38129,37916
"22000","Louisiana","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",185382414,179497678,182712831,186186512,193140242,194936628
"22000","Louisiana","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",41794,39963,40197,40695,41968,42144
"23000","Maine","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",49890586,50081591,50281080,50914739,50914471,51878337
"23000","Maine","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37497,37667,37880,38344,38325,39056
"24000","Maryland","2","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",257017302,254396034,257128451,264347848,269264299,268458618
"24000","Maryland","2","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",45210,44394,44431,45263,45755,45280
"25000","Massachusetts","1","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",308270842,304709023,308464076,319894132,333305079,332924669
"25000","Massachusetts","1","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",47654,46752,46999,48423,50156,49744
"26000","Michigan","3","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",371868101,356763957,360628412,373176680,380625298,382627163
"26000","Michigan","3","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",37385,36031,36515,37792,38515,38666
"27000","Minnesota","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",232646744,223457677,229367920,239324244,246497021,246002342
"27000","Minnesota","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",44339,42312,43193,44758,45820,45385
"28000","Mississippi","5","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",104922230,104644003,104154525,105945607,109111734,109003058
"28000","Mississippi","5","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",35593,35367,35068,35577,36536,36441
"29000","Missouri","4","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",252827000,247683104,245088927,246735125,255656102,256882341
"29000","Missouri","4","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",42679,41550,40875,41054,42436,42501
"30000","Montana","7","RPI1","1","...","Real personal income (thousands of chained (2009) dollars)",35629932,35179625,35976149,37739990,39576675,39484369
"30000","Montana","7","RPI1","2","...","Real per capita personal income (chained (2009) dollars) 2/",36491,35752,36320,37831,39360,38895
